onset,offset,transcript,sub,tier
24.164878,32.905365,[unintelligible] new toys you want that do you not that is pretty neat that is pretty neat that is pretty neat can you stack it ,75,CG
45.042891,49.431498,what do you think do you think oh it is [unintelligile] it is that way too  ,75,CG
50.716863,53.397769,we can put that on top of that [unintelligible],75,CG
60.632543,68.252926,ooh want to go get it want to go get it there are too many other things that are interesting too many other interesting things ,75,CG
70.052438,71.22763,snuggle snuggle bunny,75,CG
75.873309,76.49763,in your head ,75,CG
85.109581,88.010835,want to go see what is in here let us see what is in here,75,CG
90.45303,90.820277,sorry ,75,CG
92.087281,92.766689,[unintelligible],75,CG
93.427734,93.739894,(other),75,CG
94.419302,95.869929,let us make sure this stays,75,CG
97.467455,97.706166,(voc),75,CG
97.797978,98.312124,want to see,75,CG
99.836201,101.286828,mom is going to take her suit off,75,CG
107.823831,108.099267,woah,75,CG
108.925573,111.441218,what do you see [x2],75,CG
113.442716,115.150416,want to get some stuff out,75,CG
116.986653,117.978221,what is that,75,CG
120.163343,120.67749,what is that,75,CG
126.626897,130.115747,you going to eat it why do you not taste it ,75,CG
134.228918,134.614528,you want it ,75,CG
139.82944,140.398674,[unintelligible],75,CG
144.016061,144.897454,oh,75,CG
150.479615,151.471182,what is that  ,75,CG
164.820625,167.226095,make some noise but it does not ,75,CG
171.412715,173.450938,that is what it does what is that ,75,CG
175.654423,176.829614,it is winnie the pooh,75,CG
186.598395,188.820241,want to press it doen woah can you do it,75,CG
190.821739,191.44606,wow,75,CG
192.988499,193.722994,what ow,75,CG
199.103168,199.580589,what ow,75,CG
209.66153,210.818359,you closed it,75,CG
212.268986,216.510694,here  you want to press that button you want to press the button ,75,CG
219.356861,220.678952,here take this button,75,CG
222.184666,223.76383,[sound effect],75,CG
223.874004,225.269544,[unintelligible],75,CG
228.868568,231.218951,wht do you see ]x2\,75,CG
234.836338,235.460659,(Voc) ,75,CG
238.141565,244.403132,oh the squish toy the squish toy what about this ,75,CG
246.441355,247.230937,the big ball,75,CG
253.345606,254.025014,(Voc),75,CG
257.991285,258.468707,(Voc),75,CG
265.721843,268.164038,want to go get it you want to go get it,75,CG
270.092087,273.250414,what if mommy goes and throws it back to you ,75,CG
279.126372,279.860867,woah,75,CG
283.276268,286.030623,(voc),75,CG
288.471876,290.020719,(other),75,CG
290.625735,294.062229,there it is [x2],75,CG
298.079539,300.886815,you want to go get it [x2],75,CG
305.581744,306.065757,[sound effect],75,CG
306.936981,308.510024,[sound effect],75,CG
312.527333,316.06063,[sound effect],75,CG
312.648337,314.172978,(voc),75,CG
318.6259,319.569726,[sound effect],75,CG
320.053739,321.070167,its a what is that,75,CG
321.602581,322.498006,[sound effect],75,CG
324.361456,329.879207,did you get that get it  hi want to go share it with mommy  ,75,CG
330.290618,330.968237,(voc),75,CG
330.968237,331.670056,[sound effect],75,CG
332.129869,332.686484,here  ,75,CG
338.881853,341.011511,(voc),75,CG
339.414267,340.696902,[sound effect],75,CG
344.472206,344.859416,[sound effect],75,CG
345.633837,348.320111,want to throw it to mommy [x2],75,CG
348.416913,349.651147,[sound effect],75,CG
348.416913,350.594973,(voc),75,CG
353.692657,354.346075,(voc),75,CG
355.846516,356.669339,[sound effect],75,CG
364.945965,367.414432,where are we [x2],75,CG
369.810297,372.980584,where are we  big boom  ,75,CG
375.110242,375.473252,[sound effect],75,CG
383.556273,385.492326,ooh what do you see,75,CG
390.598665,392.147507,wooh,75,CG
395.5356,396.092215,[sound effect],75,CG
396.358422,398.802689,gotcha [x2] woo,75,CG
401.39216,403.183009,some pea oh broccoli,75,CG
403.61862,404.272038,[sound effect],75,CG
405.361068,405.603075,here ,75,CG
406.764706,407.006713,[sound effect],75,CG
411.145026,416.033559,oh there is more broccoli oh oh that is a pea,75,CG
417.219392,418.574629,[sound effect],75,CG
421.962721,423.511564,(voc),75,CG
422.543537,423.511564,[laughter],75,CG
425.423416,425.834827,(voc),75,CG
437.039733,438.515973,oh,75,CG
444.880747,447.446017,woo,75,CG
448.099435,449.890284,you get it [x2],75,CG
451.608531,453.810791,[sound effect],75,CG
454.609413,456.279258,(Voc),75,CG
456.279258,456.860074,[sound effect],75,CG
456.956877,463.273249,(voc),75,CG
460.465973,463.103845,[sound effect],75,CG
464.701088,470.364043,oh look there is a kangaroo on the wall do you see that do you see that kangaroo ,75,CG
473.945741,475.03477,that is kanga and roo,75,CG
478.059853,478.955277,[sound effect],75,CG
484.255222,484.932841,(voc),75,CG
485.465255,486.191275,[imitation],75,CG
489.772973,494.80671,where are we huh what else do you see what else do you see,75,CG
493.983888,494.588904,(Voc),75,CG
497.468783,503.59155,[sound effect],75,CG
510.125729,512.763601,not not too many places to pull up huh,75,CG
515.449874,517.966743,look at theat do you see it,75,CG
520.411009,521.233832,do you not see it,75,CG
524.791329,527.526004,there you go [x2],75,CG
529.462057,530.188076,(voc),75,CG
530.478484,531.277106,[imitation[,75,CG
534.471593,535.10081,(Voc),75,CG
539.940943,541.538186,(voc),75,CG
545.676499,546.015309,[sound effect],75,CG
547.90296,551.436257,can you pull up that way hey what you see ,75,CG
553.178704,554.243533,that is pretty neat ,75,CG
556.179586,557.462221,that is pretty neat ,75,CG
563.004172,563.27038,(voc),75,CG
567.820104,568.279916,(Voc),75,CG
568.279916,569.247943,(other),75,CG
569.949762,570.143367,(vo c),75,CG
571.71641,572.05522,(voc),75,CG
573.579861,573.846068,[imitaiton],75,CG
573.846068,574.112276,(voc),75,CG
575.685319,576.266134,(voc),75,CG
579.847832,582.534106,what is that what is that huh,75,CG
585.776994,586.333609,(Voc),75,CG
586.841823,587.495241,[imitation],75,CG
590.931735,591.439949,[imitaiotn[,75,CG
592.165969,595.118449,nice big space for you to crawl around huh,75,CG
597.030301,605.306927,oh it is a red donut oh a red crinkly donut oh a purple jingly donut,75,CG
609.735648,610.969882,oh,75,CG
612.809132,620.940554,it is turquoise bell oh shakey rattly donut oh,75,CG
623.72363,624.667456,[laughter],75,CG
625.756486,626.095295,(other),75,CG
630.838625,631.564644,want this one,75,CG
638.655438,644.875008,want both place to shake both at the same time  oh and there is a blue jingly donut ,75,CG
647.561281,649.327929,oh [x2],75,CG
655.039285,657.77396,you think these ones make noise oh they are crinkly,75,CG
668.156043,669.462879,(voc),75,CG
673.52859,674.835426,you shake them together,75,CG
677.594301,678.27192,laughter],75,CG
689.573628,698.164863,do you see tigger on the wall over there are clouds the tigger and the  ,75,CG
700.076715,711.184818,[unintelligible] and  [unintelligible] are both the same color tigger is little red or orange [unintelligible] is yellow and then there is piglet and eeyore ,75,CG
709.442371,709.708578,(other),75,CG
720.623076,721.4943,(other),75,CG
724.470981,727.544465,what next [x2],75,CG
733.715634,736.474509,what next what is next ,75,CG
738.991378,742.452072,oh so many interesting things so many intersting things,75,CG
743.85571,745.767563,you want to go look at [unintelligible] again,75,CG
748.59904,748.98625,(other),75,CG
753.463373,753.850583,(voc),75,CG
754.358797,755.036416,[sound effect],75,CG
757.38388,759.828146,ooh,75,CG
761.812601,764.837683,the handstand almost a handstand,75,CG
767.427154,768.104772,almost,75,CG
770.694243,771.057253,(Voc),75,CG
772.581895,773.428918,really,75,CG
777.18002,780.180902,woah sesame street toybox,75,CG
786.352071,788.433328,sesame street toybox,75,CG
790.538785,794.870703,woah what do you see in there what do you see in there,75,CG
802.421309,805.906205,that one makes noise too it is also jingly,75,CG
807.914859,809.996116,also this ,75,CG
812.270978,812.900196,just kind of  ,75,CG
815.029854,816.844903,we wet pets  ,75,CG
829.090438,829.52605,[sound effect ,75,CG
843.514031,843.901242,(other),75,CG
845.66789,846.0067,(other),75,CG
847.410338,847.797548,(voc),75,CG
848.450966,850.072411,[sound effect],75,CG
854.138122,854.45273,(voc),75,CG
866.117449,867.545288,wehre are you going to go,75,CG
869.45714,870.521969,where are you going to go,75,CG
873.256644,873.885861,(Voc),75,CG
875.870315,877.346555,here get the ball again,75,CG
878.968,885.114967,oh you want to go see tigger you want to see tigger bouncy bouncy tigger ,75,CG
890.051902,890.850524,([sound effect],75,CG
892.496169,893.004383,(voc),75,CG
892.834978,893.706202,[sound effect],75,CG
897.796114,898.957745,(Voc),75,CG
898.086522,900.312982,oops oops mommy keeps missing mommy keeps missing,75,CG
904.741703,906.242144,[sound effects],75,CG
909.194625,913.04253,(Voc),75,CG
910.065849,912.606918,[sound effect],75,CG
915.825606,916.261218,[sound effect],75,CG
919.697712,920.593136,ooh there it goes ,75,CG
923.787623,926.836907,go get it no no no go get it ,75,CG
923.787623,925.336466,(voc),75,CG
932.959674,936.10576,chill time [x2],75,CG
936.880181,942.881945,oh oh do you see piglet or the camera piglet,75,CG
945.616619,948.036685,oh it is tigger it is tigger ,75,CG
949.488725,951.206972,oh that is pretty neat,75,CG
952.392804,953.191426,is that tigger ,75,CG
955.442088,956.410114,[sound effect],75,CG
958.539772,960.475825,is this piglet pink piglet,75,CG
961.903664,964.130125,pink pink ooh,75,CG
966.283984,967.518217,this is good for pulling up,75,CG
970.470698,970.833708,(Voc),75,CG
973.350577,974.536409,wow,75,CG
979.037732,980.223564,(Voc),75,CG
981.5304,984.289275,[sound effect],75,CG
981.675604,981.966012,(voc),75,CG
986.709341,991.501072,energy munchy munchkin munchy munchkin,75,CG
992.953112,994.526155,nah what,75,CG
996.655813,997.672241,nah what,75,CG
1004.787235,1009.578966,tigger orange and yellow tigger with pink nose,75,CG
1012.28944,1012.555647,(Voc),75,CG
1012.870256,1013.547874,a sticker,75,CG
1018.073398,1020.638668,(Voc),75,CG
1019.670641,1020.517664,[sound effect],75,CG
1022.453717,1023.712152,([sound effect],75,CG
1025.381997,1028.382879,you see this this is very interesting is it not ,75,CG
1033.029406,1034.021633,do you [unintelligiible] strap,75,CG
1037.070916,1037.409726,ooh,75,CG
1038.66816,1040.87042,oh it is attached to mama it is attached,75,CG
1039.611986,1040.192802,(Voc),75,CG
1044.16171,1044.669924,[sound effect],75,CG
1045.758954,1051.47031,it is attached to mommy [x2] what is this does it roll  ,75,CG
1054.42279,1055.753827,and this rolls,75,CG
1059.045116,1059.650133,ooh,75,CG
1061.150574,1062.45741,and this rolls,75,CG
1066.813528,1068.023562,do they move by themselves ,75,CG
1070.032216,1070.758236,they do,75,CG
1075.501566,1075.864576,[sound effect],75,CG
1083.052172,1087.650297,i think mommy should get some tigger wall applicaes for you,75,CG
1089.900959,1094.886295,and winnie the pooh and piglet and eeyore and [unintelliigle] ,75,CG
1097.766174,1099.581223,go whoo ,75,CG
1101.710881,1104.639161,how about this what is this,75,CG
1107.059227,1111.391146,i think he is supposed to mark me but he does not see anything ,75,CG
1108.196658,1108.60807,(Voc),75,CG
1115.432656,1115.844067,ooh,75,CG
1130.074056,1130.775875,what is that ,75,CG
1133.099138,1136.46303,green adn yellow blue,75,CG
1135.882214,1136.172622,(other),75,CG
1138.471685,1140.407738,do not know i do not know,75,CG
1142.803603,1144.763857,[sound effect],75,CG
1146.845114,1148.079347,[sound effect],75,CG
1152.459667,1154.008509,(voc),75,CG
1160.131276,1161.970527,you shoved the whole thing in there,75,CG
1164.874606,1166.350846,[sound effect],75,CG
1177.12014,1178.959391,[sound effect],75,CG
1184.719148,1184.985355,(other),75,CG
1186.824605,1189.220471,what is that i do not know what that is ,75,CG
1190.938718,1192.48756,i do not know exactly what that is,75,CG
1194.375211,1200.038166,ooh it all comes apart all of it all of it,75,CG
1210.371848,1214.364957,you can make some teething  shoes,75,CG
1218.938882,1219.22929,(voc),75,CG
1223.2466,1223.924218,(voc),75,CG
1224.384031,1225.715067,[sound effect],75,CG
1228.01413,1228.982156,[unintelligible],75,CG
1231.547426,1234.887118,I am personally fond of this toy myself,75,CG
1238.977029,1240.380668,[sound effect],75,CG
1243.260546,1244.930392,[sound effect],75,CG
1248.003876,1249.964129,[sound effect],75,CG
1252.795607,1254.634857,[sound effect],75,CG
1256.982321,1258.603765,[soned effect],75,CG
1263.927911,1267.049796,where did that pooh go [x2],75,CG
1270.921901,1273.535573,there he is [x2],75,CG
1276.00404,1279.706741,does he oh does he spilling no,75,CG
1281.521791,1282.707623,[sound effect],75,CG
1284.40167,1287.305749,we will figure it out where is the other peice,75,CG
1292.339486,1293.767325,i think there must be some ,75,CG
1295.969585,1296.816609,i do not know ,75,CG
1297.59103,1297.97824,(other),75,CG
1304.488218,1309.207347,wait where is the other  the other cylinder here it is ,75,CG
1311.361206,1311.748416,no,75,CG
1322.51771,1326.341415,does that go there we stack,75,CG
1336.118482,1337.618923,[sound effect],75,CG
1350.808283,1351.655306,[sound effect],75,CG
1369.39439,1370.12041,how about ,75,CG
1373.726308,1377.187003,[sound effect],75,CG
1383.454974,1384.229395,(other),75,CG
1384.423001,1392.191413,let us see is there  a tigger is tigger on any of these there is tigger there is tigger he is in pink,75,CG
1395.797311,1402.767101,and there is tigger again and there is tigger over there different pictures of tigger ,75,CG
1407.46203,1419.610761,piglet [x3] what is on this one eeyore and eeyore and eeyore,75,CG
1422.926252,1423.60387,[sound effect],75,CG
1423.894278,1425.80613,that is kind of drenched now,75,CG
1438.850287,1444.924652,i wonder if there are more of those for all of the pooh characters all of the pooh characters,75,CG
1448.288544,1448.578952,(other),75,CG
1455.258335,1456.17796,[sound effects],75,CG
1457.847805,1459.154641,[sound effects],75,CG
1460.437276,1466.923053,what about what about the stacking toys again what about these what about these ,75,CG
1470.504751,1475.054475,oh they have numbers on them too one is over there,75,CG
1479.095986,1479.337992,what,75,CG
1482.266272,1485.533361,oh no one is here,75,CG
1484.710539,1485.291355,(voc),75,CG
1487.203207,1488.606845,one,75,CG
1492.043339,1493.446977,two,75,CG
1495.625037,1496.83507,three,75,CG
1498.31131,1498.940527,(voc),75,CG
1499.78755,1501.070186,four,75,CG
1503.466051,1504.313074,[sound effect,75,CG
1506.37013,1507.870571,five,75,CG
1511.573272,1512.492897,six,75,CG
1514.622556,1515.953592,seven,75,CG
1519.9225,1521.01153,eight,75,CG
1522.899182,1539.718641,nine and ten little bear ten what is that noise sounds like someone is moving desks in the other room that is what it sounds like to mommy,75,CG
1544.486171,1545.236391,(voc),75,CG
1545.236391,1546.156017,[sound effect],75,CG
1548.237273,1549.786116,yummy,75,CG
1551.964175,1553.416215,yummy,75,CG
1559.200173,1568.541628,is that tasty is that are your teeth let me check your teeth actually i do not want to put my hand in your mouth  [unintelligible],75,CG
1559.393778,1559.756788,(voc),75,CG
1564.112907,1564.282311,(voc),75,CG
1570.695487,1570.985894,(voc),75,CG
1573.284957,1573.575365,(voc),75,CG
1582.311804,1585.772498,it is very interesting there is some hair on that,75,CG
1591.677459,1595.549565,oh that was very good ,75,CG
1599.203865,1600.607503,standing on your own,75,CG
1609.65855,1614.184074,i do not know what it does i think it is an activity worm,75,CG
1619.363015,1620.306841,you done with that,75,CG
1621.637878,1622.509101,[sound effect],75,CG
1623.694934,1624.783963,you slimed it,75,CG
1627.034625,1630.180711,slammed slammed slamming it good,75,CG
1646.080545,1648.186002,can you stand ooh,75,CG
1655.954414,1656.704635,ooh,75,CG
1658.785892,1659.681316,ooh ooh,75,CG
1663.408218,1664.303642,(Voc),75,CG
1665.029662,1665.973488,you got me,75,CG
1666.723709,1667.49813,(voc),75,CG
1667.691735,1668.369353,[imitaiton],75,CG
1673.911305,1675.024535,(voc),75,CG
1675.460147,1676.452374,yeah,75,CG
1678.557832,1680.832694,oh now there is the winkle,75,CG
1682.938151,1683.857776,there is the winkle,75,CG
1686.398846,1688.649507,there is the way to our winkle at home,75,CG
1694.941679,1697.627952,[unintelligible] can you get it,75,CG
1700.701436,1703.339308,[sound effect],75,CG
1708.494049,1710.091293,(voc),75,CG
1711.301326,1713.116375,(voc),75,CG
1712.729165,1714.060201,[sound effet],75,CG
1714.931425,1715.826849,[sound effect],75,CG
1716.165659,1719.989363,(Voc),75,CG
1722.990245,1726.959153,is your tooth about to come through is your tooth about to come through ,75,CG
1728.483795,1729.887433,[sound effect],75,CG
1730.782858,1731.678282,is your tooth coming through,75,CG
1733.953144,1736.954026,maybe [x2],75,CG
1743.415603,1745.182251,i think it is a little string,75,CG
1747.263508,1753.700883,[sound effect],75,CG
1754.838314,1757.718193,right in your mouth [x2],75,CG
1760.331864,1761.130486,right in your mouth,75,CG
1761.517697,1764.010365,(voc),75,CG
1765.486605,1770.205734,what do you see the squish the squish toy ,75,CG
1774.10204,1774.368248,(voc),75,CG
1775.820287,1777.199725,[sound effect],75,CG
1780.007002,1780.200607,(voc),75,CG
1783.564499,1785.355348,get it can you go get it,75,CG
1798.278501,1799.173925,(voc),75,CG
1801.158379,1804.546472,(Voc),75,CG
1807.305347,1809.120397,[sound effect],75,CG
1810.645038,1811.08065,(voc),75,CG
13.761005,14.774974,where you going to go,76,CG
17.382323,18.468718,where you going to go,76,CG
20.134524,25.832063,want to go take that out go do it go do it go take it go take it out go,76,CG
26.194194,26.797747,(voc),76,CG
31.457175,32.157297,who is that ,76,CG
34.161092,35.802756,who is that look who is that ,76,CG
38.917089,39.520642,hey look,76,CG
41.21059,43.262669,sonia what is up,76,CG
47.197834,47.680676,no,76,CG
58.592912,59.920729,looks like it used to do something,76,CG
63.517904,64.531872,that one too huh,76,CG
69.746569,73.802444,(voc),76,CG
76.60293,77.641041,(voc),76,CG
77.882462,79.186136,[imitaiton],76,CG
81.238216,87.587592,kitty cat is that a puppy that is a puppy woof woof just like max,76,CG
89.953519,91.740036,that one is not furry like max,76,CG
96.182185,98.958528,(voc),76,CG
122.907506,128.411908,you going to put it on there no yeah put it on put it on,76,CG
131.936657,134.471579,put this on here put this through here,76,CG
140.458823,141.207229,put this here,76,CG
144.780262,148.498147,go ahead let us see watch see look,76,CG
160.955478,161.1969,boop,76,CG
163.007558,163.200695,boop,76,CG
165.735617,166.00118,boop,76,CG
167.763555,172.253988,i see you [x2],76,CG
168.994803,170.684751,(voc),76,CG
204.797559,207.984318,woah [x2],76,CG
212.305756,216.144352,woah [x2],76,CG
218.196432,222.976571,princess sonia [x2],76,CG
226.597888,229.060384,(otheR),76,CG
267.808478,268.484457,who is that,76,CG
271.502221,272.033348,what is that,76,CG
283.983695,285.432221,play it like a tamborine,76,CG
293.399119,294.823504,you trying to put it back on,76,CG
301.583296,303.007681,you want it off,76,CG
350.133089,351.460905,(other),76,CG
354.382101,355.830628,(other),76,CG
371.643713,374.444198,(voc),76,CG
384.366607,388.205204, (other),76,CG
387.963782,389.65373,are you going to come see what is in here,76,CG
390.233141,391.029831,(voc),76,CG
391.029831,392.067942,come check it out,76,CG
393.564753,408.822569,who is that grover isthat elmo grover and elmo yeah that is big bird cookie monster  big bird ,76,CG
406.480784,408.267301,(Voc),76,CG
409.715828,410.343523,(voc),76,CG
411.188497,413.844129,big bird there is bert,76,CG
414.278687,416.59633,(boc),76,CG
416.47562,418.64841,grover do you like grover,76,CG
424.225239,424.901218,elmo,76,CG
434.147648,437.744823,you need help yeah you do it let me help you,76,CG
440.376313,440.979866,come up,76,CG
443.442362,445.373731,No do not put your mother on that,76,CG
448.801911,451.022986,ok stand up stand up,76,CG
453.799329,453.992466,there,76,CG
456.165256,458.772605, do you want soemthing what would you like do you want this,76,CG
469.853835,470.795378,you want to play with this,76,CG
473.233731,474.58569,and a butterfly,76,CG
479.027839,479.510681,or,76,CG
487.043021,492.354286,[unintelligible] yeah [unintelligible] yeah. is that winnie the pooh,76,CG
507.201687,508.84335,can i see how it tastes first ,76,CG
517.775933,521.276539,here push it down push it down ready,76,CG
532.671618,534.53056,look who is standing uh oh,76,CG
535.737666,537.258619,(voc),76,CG
537.669035,541.411063,uh oh uh oh spagetti ohs ,76,CG
545.03238,546.987892,(voc),76,CG
548.870977,550.271219,is that winnie the pooh  ,76,CG
557.827701,560.024633,what else do you see that looks interesting huh,76,CG
562.124997,563.476956,what else do you see,76,CG
567.967389,569.633195,let us see what else is in here,76,CG
576.320561,576.706835,(voc),76,CG
579.990162,581.366263,[unintelligble],76,CG
583.007927,583.901185,[unintelligible],76,CG
593.147615,596.913785,what about the starfish like head check,76,CG
599.25557,602.104339,no there is a red bll,76,CG
608.743421,609.443542,you got it ,76,CG
610.167806,611.519764,[kisses],76,CG
620.645483,621.63531,you going to go get it,76,CG
624.725501,629.433213,you going to go get that red ball no okay,76,CG
633.658083,636.434426,you going to put the starfish back how about these,76,CG
643.846056,644.401324,purple,76,CG
646.694825,648.481342,that is the color you are wearing today huh,76,CG
652.947633,655.65155,  i said it is more like fuschia. this is more like purple,76,CG
658.862451,660.383404,got too many things huh,76,CG
677.11389,677.403595,(voc),76,CG
677.6933,678.296853,almost,76,CG
692.999401,699.276351,you going to put it back on you trying to put it back on like this how you doing ,76,CG
705.939574,706.567269,here,76,CG
710.985276,711.950961,here try it  again,76,CG
756.179315,758.955658,you like the purple one and the green one,76,CG
765.522313,767.139835,oh no you want that green one back,76,CG
769.723041,770.27831,blue,76,CG
784.0876,784.884289,uh oh,76,CG
787.274359,789.785139,(voc),76,CG
790.968102,792.295919,[imitation],76,CG
793.430598,794.661846,[imitation],76,CG
796.569073,797.293336,you do it,76,CG
810.81292,811.851031,[imitaiotn],76,CG
817.138154,818.103839,[imitaiotn],76,CG
821.99072,822.473562,look,76,CG
834.085919,834.423909,(voc),76,CG
834.882609,835.775867,need a [unintelligible],76,CG
919.355868,919.669715,(voc),76,CG
922.035643,923.194464,oh you want that one  ,76,CG
924.932696,925.174118,(voc),76,CG
943.884256,944.511951,[laughter],76,CG
970.078451,970.41644,look,76,CG
1024.446493,1025.89502,want to play with something else,76,CG
1059.814691,1060.659665,(voc),76,CG
1060.876944,1062.325471,[imitaiton],76,CG
1063.267013,1064.063703,(voc),76,CG
1075.772629,1077.462577,(voc),76,CG
1080.528625,1084.681069,You trying to stand up on that again do you need help,76,CG
1081.108036,1081.446026,(Voc),76,CG
1089.726771,1091.054587,you got something on your face,76,CG
1101.556407,1102.715229,you like that huh,76,CG
1117.490203,1118.552456,(Voc),76,CG
1118.914588,1119.542283,come here you,76,CG
1124.41899,1128.64386,super sonia [x2],76,CG
1131.396061,1134.534536,oh you got to chew that even as a superhero,76,CG
1137.697153,1139.628522,super sonia,76,CG
1160.173462,1161.380567,should we play patty cake,76,CG
1165.146737,1171.447829,patty cake do you remember here have a seat,76,CG
1172.727361,1186.681503,ok  patty cake patty cake do you remember let me see patty cake patty cake bakers man let me see,76,CG
1188.564588,1197.183323,let me see you clap you do it patty cake patty cake no you are not interested ,76,CG
1201.384051,1204.546668,those things are way to cool to play patty cake with mom huh,76,CG
1227.74724,1228.012804,(voc),76,CG
1230.547726,1231.561695,(voc),76,CG
1231.3927,1232.430811,uh oh you are stuck,76,CG
1233.56549,1234.579459,voc),76,CG
1234.289753,1235.038159,you are stuck,76,CG
1247.398922,1250.609823,here let me help you up hi,76,CG
1252.51705,1256.983341,patty cake [x2] you do it clap your hands,76,CG
1259.083705,1260.242527,calp your hands,76,CG
1263.453428,1265.722787,you do it you silly girl,76,CG
1267.726582,1284.964052,patty cake patty cake bakers man bake me a cake as fast as you can roll it pat it mark it with a b put it in the oven for baby and me,76,CG
1290.468454,1291.409997,(other),76,CG
1293.703498,1294.52433,yeah,76,CG
1296.383272,1296.962683,kisses,76,CG
1301.0427,1320.187397,(voc),76,CG
1313.741453,1315.76939,woah [x2],76,CG
1323.108593,1326.488489,oh we do not touch that ready,76,CG
1327.0679,1327.9853,(voc),76,CG
1332.717155,1333.393134,(voc),76,CG
1347.757692,1348.964798,(voc),76,CG
1348.506098,1348.964798,oh you like that,76,CG
1363.136219,1366.347121,(voc),76,CG
1365.115873,1366.250552,are you chewing on my hand,76,CG
1373.831176,1374.700292,uh oh,76,CG
1375.859114,1376.945509,(otheR),76,CG
1377.621488,1378.611315,oh,76,CG
1381.918785,1382.184348,oh,76,CG
1384.550275,1385.033117,(other),76,CG
1388.678577,1389.692545,(voc),76,CG
1389.692545,1390.634088,[imitaiotn],76,CG
1391.382494,1395.293516,are you going to dance are you going to do some dancing,76,CG
1399.687381,1404.998646,(Voc),76,CG
1400.290934,1402.101592,yeah who is dancing who is a dancing girl,76,CG
1406.736878,1408.112979,who is a dancing girl,76,CG
1434.741731,1435.103863,boom,76,CG
1436.866238,1437.735354,(voc),76,CG
1439.425302,1440.390986,are you getting tired,76,CG
1447.271489,1448.961437,I am just going to move that whoop,76,CG
1459.970241,1461.3222,(other),76,CG
1465.522928,1466.705891,it is too long,76,CG
1469.337382,1470.037503,you coming up,76,CG
1475.131489,1475.831611,you coming up,76,CG
1476.314453,1479.93577,(other),76,CG
1480.708318,1481.818855,there there,76,CG
1485.488456,1485.947157,(other),76,CG
1488.482079,1488.916637,what,76,CG
1489.254626,1489.496047,(other),76,CG
1490.510016,1494.807313,what is the problem aw what is the problem,76,CG
1492.224106,1492.61038,(other),76,CG
1496.545545,1498.404488,there you go do you want this back,76,CG
1500.408283,1503.184626,thanks mom [x2],76,CG
1508.061334,1511.417088,what else is in there is there anything else fun let us see,76,CG
1518.63558,1519.55298,you want to play with this,76,CG
1539.252946,1544.250363,woah now you are dancing again now you are dancing,76,CG
1550.623882,1558.059653,oh what else is in there what else is good do you see something else good what is that i do not know what is that ,76,CG
1561.367123,1562.381092,uh oh,76,CG
1563.539913,1564.553882,(other),76,CG
1567.281941,1569.623726,here have a seat,76,CG
1572.713917,1573.317469,[laughter],76,CG
1575.973102,1580.63253,hi in a box now look at you you coming out,76,CG
1597.942426,1605.160919,are you done want to come out you going to come out no okay,76,CG
1607.864836,1608.37182,[unintelligible],76,CG
1612.234558,1616.387002,oh mommy saved you i got you i saved you,76,CG
1620.732583,1621.794836,do you want to get back in,76,CG
1626.599117,1627.926933,do you want to get back in there,76,CG
1631.234403,1632.417366,yeah no,76,CG
1634.421162,1641.398233,oh [x3] let us get back in there tehre we go ok have a seat  ,76,CG
1644.536708,1645.188545,uh oh,76,CG
1670.006639,1670.779186,[laughter],76,CG
1681.039585,1681.594854,do you need help,76,CG
1682.608823,1684.395339,(voc),76,CG
1684.395339,1684.998892,mama,76,CG
1691.83111,1692.144958,no,76,CG
1699.532445,1705.616258,oh oh mommy save me mommy save me,76,CG
1716.721631,1717.349325,(other),76,CG
1718.218442,1726.982029,oh ok we will come out there we came out you are all set you are all set,76,CG
1729.299672,1729.589378,there ,76,CG
1732.293294,1733.452116,want to play this,76,CG
1748.661648,1749.385912,careful,76,CG
1753.610782,1754.238477,careful,76,CG
1762.760643,1763.991891,come back over,76,CG
1774.179863,1775.580106,should we put that stuff back in ,76,CG
1792.552013,1794.12125,now there is all kinds of stuff huh,76,CG
1798.80482,1800.253347,(Voc),76,CG
1801.19489,1801.629448,yeah,76,CG
1802.377853,1804.043659,(Voc),76,CG
1804.333365,1805.009344,woah,76,CG
600.33378,607.647306,Hi hi hey hey I got the ball there you go roll it to [baby name],85,CG
613.403944,619.295128,[Singing],85,CG
624.974884,625.263196,Hi,85,CG
627.858008,628.82866,Where you going,85,CG
635.507898,636.545823,Come back over here,85,CG
642.465838,643.253892,[Laughs],85,CG
653.681192,654.872884,Let us look at this one again,85,CG
657.188994,658.198087,Peekaboo,85,CG
663.157061,666.386161,Peekaboo where is pooh,85,CG
682.12802,682.887243,What is that,85,CG
689.893235,690.508302,Bees,85,CG
698.360011,704.37613,Do you want to put them on top of each other where is pooh peekaboo there he is,85,CG
708.99874,712.650698,Good job yay where is pooh,85,CG
714.716937,715.581874,Where is Pooh,85,CG
721.088642,723.010725,peekaboo there he is,85,CG
734.389456,740.75155,I like you I got it [sings] yay,85,CG
744.192079,748.026634,You like pooh bear winnie the pooh,85,CG
750.823265,751.697813,yes,85,CG
753.398856,759.251599,Uh oh [baby name] look at it get it yay,85,CG
763.45135,764.450833,Is it tasty,85,CG
771.264617,772.47553,Should we go back and see Pooh,85,CG
776.88671,778.088012,Good job,85,CG
792.282594,793.695325,Oh there we go we get you,85,CG
798.519754,801.201059,(voc),85,CG
